RI0412RP                              2.00.00.076    CN_RI041                      06/02/20  15:20:12
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:31
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:31
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:31
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:31
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:31
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:31
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:31
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:32
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:32
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:32
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:32
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:32
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:32
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:32
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:32
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:32
TDAD169                               2.00.00.002    cdapi007                      06/02/20  15:20:32
TDAD095                               2.00.00.002    cdapi007                      06/02/20  15:20:32
     PonIntegracao com o EMS 5.0 realizada - 06/02/2020 - 15:20:32                                          
     PonFinal bloco principal - 06/02/2020 - 15:20:32                                                       
     PonRetornando da cdapi007a.p - 06/02/2020 - 15:20:32                                                   
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:20:32
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:20:32
